"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72408013739","2020-05-10T03:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.15","24","40","0.00","","+0.01","5","53","30.15","CLR:00","30.12","10.00","34","240","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/10/20 03:54:02 METAR KPHL 100854Z 24018KT 10SM CLR 04/M04 A3015 RMK AO2 SLP209 T00441044 55004 (JC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T04:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.15","23","40","0.00","","","","51","30.15","CLR:00","30.12","10.00","34","260","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09605/10/20 04:54:02 METAR KPHL 100954Z 26014KT 10SM CLR 04/M05 A3015 RMK AO2 SLP211 T00441050 (JC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T05:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.17","23","42","0.00","","","","47","30.17","FEW:02 250","30.14","10.00","35","260","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/10/20 05:54:02 METAR KPHL 101054Z 26015KT 10SM FEW250 06/M05 A3017 RMK AO2 SLP217 T00561050 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T06:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.18","25","46","0.00","","-0.04","3","44","30.18","FEW:02 250","30.15","10.00","38","240","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11705/10/20 06:54:02 METAR KPHL 101154Z 24013KT 10SM FEW250 08/M04 A3018 RMK AO2 SLP220 T00781039 10078 20039 53012 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T07:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.20","25","50","0.00","","","","38","30.19","BKN:07 250","30.17","10.00","40","240","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/10/20 07:54:02 METAR KPHL 101254Z 24016KT 10SM BKN250 10/M04 A3020 RMK AO2 SLP224 T01001039 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T08:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.18","24","53","0.00","","","","32","30.18","BKN:07 250","30.15","10.00","41","240","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/10/20 08:54:02 METAR KPHL 101354Z 24017KT 10SM BKN250 12/M04 A3018 RMK AO2 SLP221 T01171044 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T09:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.16","25","55","0.00","","+0.02","8","31","30.16","BKN:07 250","30.13","10.00","43","240","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/10/20 09:54:02 METAR KPHL 101454Z 24018KT 10SM BKN250 13/M04 A3016 RMK AO2 SLP213 T01281039 58007 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T10:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.15","25","58","0.00","","","","28","30.15","SCT:04 250","30.12","10.00","44","250","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/10/20 10:54:02 METAR KPHL 101554Z 25017KT 10SM SCT250 14/M04 A3015 RMK AO2 SLP209 T01441039 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T11:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.13","24","60","0.00","","","","25","30.13","SCT:04 250","30.10","10.00","45","250","25","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/10/20 11:54:02 METAR KPHL 101654Z 25015G22KT 10SM SCT250 16/M04 A3013 RMK AO2 SLP203 T01561044 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T12:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.10","23","62","0.00","","+0.06","8","22","30.10","SCT:04 250","30.07","10.00","45","230","24","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12005/10/20 12:54:02 METAR KPHL 101754Z 23015G21KT 10SM SCT250 17/M05 A3010 RMK AO2 SLP192 T01671050 10167 20078 58021 (DH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T13:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","25","62","0.00","","","","24","30.07","SCT:04 250","30.04","10.00","46","230","25","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/10/20 13:54:02 METAR KPHL 101854Z 23008G22KT 10SM SCT250 17/M04 A3007 RMK AO2 SLP182 T01671039 (MLC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T14:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.04","27","64","0.00","","","","25","30.04","SCT:04 250","30.01","10.00","48","230","25","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/10/20 14:54:02 METAR KPHL 101954Z 23018G22KT 10SM SCT250 18/M03 A3004 RMK AO2 SLP172 T01781028 (MLC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T15:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.02","26","63","0.00","","+0.08","6","25","30.02","SCT:04 250","29.99","10.00","47","220","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10605/10/20 15:54:02 METAR KPHL 102054Z 22017KT 10SM SCT250 17/M03 A3002 RMK AO2 SLP166 T01721033 56026 (MLC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T16:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","28","63","0.00","","","","27","30.01","SCT:04 250","29.98","10.00","47","220","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/10/20 16:54:02 METAR KPHL 102154Z 22013KT 10SM SCT250 17/M02 A3001 RMK AO2 SLP161 T01721022 (MLC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T17:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","27","62","0.00","","","","26","30.00","SCT:04 250","29.97","10.00","47","230","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/10/20 17:54:02 METAR KPHL 102254Z 23015KT 10SM SCT250 17/M03 A3000 RMK AO2 SLP158 T01671028 (MLC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T18:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","28","60","0.00","","+0.01","5","30","30.01","SCT:04 250","29.98","10.00","46","220","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11805/10/20 18:54:02 METAR KPHL 102354Z 22009KT 10SM SCT250 16/M02 A3001 RMK AO2 SLP162 T01561022 10178 20156 55004 (MLC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T19:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","31","56","0.00","","","","39","30.01","SCT:04 250","29.98","10.00","45","190","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09405/10/20 19:54:01 METAR KPHL 110054Z 19006KT 10SM SCT250 13/M01 A3001 RMK AO2 SLP162 T01331006","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T20:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","33","54","0.00","","","","45","30.01","CLR:00","29.98","10.00","45","200","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09005/10/20 20:54:01 METAR KPHL 110154Z 20006KT 10SM CLR 12/01 A3001 RMK AO2 SLP163 T01220006","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T21:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","33","53","0.00","","+0.00","8","47","30.01","CLR:00","29.98","10.00","44","210","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09605/10/20 21:54:01 METAR KPHL 110254Z 21003KT 10SM CLR 12/01 A3001 RMK AO2 SLP161 T01170006 58001","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T22:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.99","35","51","0.00","","","","54","29.99","CLR:00","29.96","10.00","44","200","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09005/10/20 22:54:02 METAR KPHL 110354Z 20004KT 10SM CLR 11/02 A2999 RMK AO2 SLP155 T01060017","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-10T23:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.98","39","50","0.00","","","","66","29.97","CLR:00","29.95","10.00","45","210","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/10/20 23:54:02 METAR KPHL 110454Z 21003KT 10SM CLR 10/04 A2998 RMK AO2 SLP150 T01000039 401780039","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T00:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.94","40","49","0.00","","+0.06","8","71","29.94","CLR:00","29.91","10.00","45","200","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11405/11/20 00:54:02 METAR KPHL 110554Z 20004KT 10SM CLR 09/04 A2994 RMK AO2 SLP139 T00940044 10156 20094 58022 (LPA)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T01:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.91","40","49","0.00","","","","71","29.91","CLR:00","29.88","10.00","45","210","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09605/11/20 01:54:02 METAR KPHL 110654Z 21003KT 10SM CLR 09/04 A2991 RMK AO2 SLP127 T00940044 (LPA)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T02:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.88","41","49","0.00","","","","74","29.88","FEW:02 110","29.85","10.00","45","230","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/11/20 02:54:02 METAR KPHL 110754Z 23004KT 10SM FEW110 09/05 A2988 RMK AO2 SLP119 T00940050 (LPA)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T03:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.88","41","47","0.00","","+0.06","6","80","29.88","BKN:07 140 OVC:08 180","29.85","10.00","44","240","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11205/11/20 03:54:02 METAR KPHL 110854Z 24004KT 10SM BKN140 OVC180 08/05 A2988 RMK AO2 SLP119 T00830050 56020 (LPA)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T04:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.88","42","48","0.00","","","","80","29.87","FEW:02 90 FEW:02 130 OVC:08 160","29.85","10.00","45","250","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11305/11/20 04:54:02 METAR KPHL 110954Z 25005KT 10SM FEW090 FEW130 OVC160 09/06 A2988 RMK AO2 SLP116 T00890056 (LPA)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T05:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.88","44","49","0.00","","","","83","29.88","SCT:04 90 BKN:07 110 OVC:08 160","29.85","10.00","47","240","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11305/11/20 05:54:02 METAR KPHL 111054Z 24006KT 10SM SCT090 BKN110 OVC160 09/07 A2988 RMK AO2 SLP119 T00940067 (GAH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T06:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.94","46","50","0.02","-RA:02 |RA |RA","-0.06","3","86","29.94","BKN:07 47 OVC:08 70","29.91","7.00","48","250","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15105/11/20 06:54:02 METAR KPHL 111154Z 25017KT 7SM -RA BKN047 OVC070 10/08 A2994 RMK AO2 RAB21 SLP138 P0002 60002 70002 T01000078 10100 20083 53019 (GAH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T07:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.89","44","52","0.02","","","","75","29.89","SCT:04 37 BKN:07 80 OVC:08 100","29.86","10.00","48","260","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13005/11/20 07:54:02 METAR KPHL 111254Z 26005KT 10SM SCT037 BKN080 OVC100 11/07 A2989 RMK AO2 RAE26 SLP121 VCSH P0002 T01110067 (GAH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T08:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.88","44","54","0.00","","","","69","29.88","SCT:04 50 OVC:08 75","29.85","10.00","49","240","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10605/11/20 08:54:02 METAR KPHL 111354Z 24012KT 10SM SCT050 OVC075 12/07 A2988 RMK AO2 SLP119 T01220067 (GAH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T09:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.88","41","57","0.00","","+0.06","6","55","29.88","SCT:04 36 BKN:07 70 BKN:07 90","29.85","10.00","49","250","24","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12805/11/20 09:54:02 METAR KPHL 111454Z 25015G21KT 10SM SCT036 BKN070 BKN090 14/05 A2988 RMK AO2 SLP117 60002 T01390050 56021 (GAH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T10:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.87","36","58","0.00","","","","44","29.87","SCT:04 47 BKN:07 70 OVC:08 90","29.84","10.00","48","310","25","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11605/11/20 10:54:02 METAR KPHL 111554Z 31017G22KT 10SM SCT047 BKN070 OVC090 14/02 A2987 RMK AO2 SLP114 T01440022 (GAH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T11:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","34","60","0.00","","","","38","29.85","SCT:04 45 BKN:07 75","29.82","10.00","48","260","31","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12705/11/20 11:54:02 METAR KPHL 111654Z 26015G27KT 10SM SCT045 BKN075 16/01 A2985 RMK AO2 PK WND 27027/1654 SLP108 T01560011 (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T12:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.86","34","58","T","-RA:02 |RA |RA","+0.01","5","41","29.86","SCT:04 55 BKN:07 90","29.83","10.00","47","270","26","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET16705/11/20 12:54:02 METAR KPHL 111754Z 27017G23KT 10SM -RA SCT055 BKN090 14/01 A2986 RMK AO2 PK WND 27027/1655 RAB43 SLP112 P0000 60002 T01440011 10161 20100 55005 (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T13:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","31","60","T","","","","33","29.84","SCT:04 60 BKN:07 100","29.82","10.00","47","280","28","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12705/11/20 13:54:02 METAR KPHL 111854Z 28017G24KT 10SM SCT060 BKN100 16/M01 A2985 RMK AO2 RAE10 SLP106 VCSH P0000 T01561006 (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T14:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","41","58","0.02","","","","53","29.85","FEW:02 40 SCT:04 65 BKN:07 100","29.82","10.00","50","300","25","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET16005/11/20 14:54:02 METAR KPHL 111954Z 30017G22KT 10SM FEW040 SCT065 BKN100 14/05 A2985 RMK AO2 PK WND 29039/1910 RAB06E24 TSB08E33 SLP107 P0002 T01440050 $ (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T15:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.87","37","57","T","","-0.00","3","47","29.86","FEW:02 40 SCT:04 65 BKN:07 95","29.84","10.00","48","280","25","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET16305/11/20 15:54:02 METAR KPHL 112054Z 28014G22KT 10SM FEW040 SCT065 BKN095 14/03 A2987 RMK AO2 PK WND 28029/2015 RAB16E29 SLP113 P0000 60002 T01390028 53001 $ (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T16:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.89","31","57","0.00","","","","37","29.89","FEW:02 45 BKN:07 60 BKN:07 90","29.86","10.00","45","290","34","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13705/11/20 16:54:02 METAR KPHL 112154Z 29024G30KT 10SM FEW045 BKN060 BKN090 14/M01 A2989 RMK AO2 PK WND 27032/2112 SLP122 T01391006 $ (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T17:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.93","30","53","0.00","","","","41","29.92","BKN:07 60 BKN:07 90","29.90","10.00","43","280","31","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13005/11/20 17:54:02 METAR KPHL 112254Z 28020G27KT 10SM BKN060 BKN090 12/M01 A2993 RMK AO2 PK WND 27034/2204 SLP133 T01171011 $ (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T18:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.94","30","51","0.00","","-0.08","1","44","29.94","BKN:07 60","29.91","10.00","42","290","30","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14705/11/20 18:54:02 METAR KPHL 112354Z 29015G26KT 10SM BKN060 11/M01 A2994 RMK AO2 PK WND 29028/2322 SLP139 60002 T01061011 10167 20106 51026 $ (SDK)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T19:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.96","31","51","0.00","","","","46","29.96","BKN:07 60","29.93","10.00","42","290","22","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11705/11/20 19:54:01 METAR KPHL 120054Z 29016G19KT 10SM BKN060 11/M01 A2996 RMK AO2 PK WND 31026/0004 SLP144 T01061006 $","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T20:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.98","31","51","0.00","","","","46","29.97","BKN:07 70","29.95","10.00","42","290","23","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/11/20 20:54:01 METAR KPHL 120154Z 29015G20KT 10SM BKN070 11/M01 A2998 RMK AO2 SLP150 T01061006 $","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T21:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","31","49","0.00","","-0.06","3","50","30.00","FEW:02 70","29.97","10.00","41","290","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/11/20 21:54:01 METAR KPHL 120254Z 29012KT 10SM FEW070 09/M01 A3000 RMK AO2 SLP158 T00941006 53019 $","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T22:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.02","32","47","0.00","","","","56","30.02","FEW:02 50 SCT:04 70","29.99","10.00","41","270","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/11/20 22:54:02 METAR KPHL 120354Z 27010KT 10SM FEW050 SCT070 08/00 A3002 RMK AO2 SLP166 T00830000 $","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
"72408013739","2020-05-11T23:54:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.03","32","48","0.00","","","","54","30.03","BKN:07 60 OVC:08 75","30.00","10.00","41","280","24","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11505/11/20 23:54:02 METAR KPHL 120454Z 28013G21KT 10SM BKN060 OVC075 09/00 A3003 RMK AO2 SLP168 T00890000 401670083 $","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-07-30"
